"block_geoid","evict_count"
40134223082,1
40132170022,3
40131084002,1
40131032113,3
40134226602,7
40138116003,1
40136166003,2
40131033025,2
40134226551,2
40134202112,6
40132168203,2
40136133005,3
40136187001,5
40138150003,2
40136124011,2
40136115004,1
40134223051,1
40131062001,2
40131115022,10
40131162051,3
40131032151,4
40131042142,1
40130405075,1
40136176004,2
40136167002,3
40131032163,5
40138125001,1
40136132003,2
40132168613,1
40136136022,1
40138110002,1
40136107001,3
40132168361,1
40138164021,1
40136114003,3
40131167111,2
40136144002,1
40130506161,5
40131074011,2
40132172011,6
40131167131,3
40130610581,3
40137233061,1
40130610503,7
40130608013,16
40139810001,1
40132173002,3
40133198023,3
40130610383,1
40132168202,2
40134226092,5
40138138003,3
40134209021,3
40130610482,2
40130405403,5
40131091011,5
40131167372,2
40131032202,1
40135230063,5
40130405411,5
40131042031,4
40131167292,1
40131066002,9
40136152022,2
40131078002,2
40130822133,7
40131042041,5
40131167211,3
40138135002,1
40130405272,2
40131155001,6
40131094013,3
40130405222,1
40134226483,3
40134226521,2
40131093003,3
40131042123,7
40136108003,4
40132168433,1
40131168003,5
40131166112,8
40136168004,1
40134225102,4
40136130001,1
40136112001,2
40138160041,1
40134222172,2
40136112003,2
40138171032,3
40130927151,1
40131109011,3
40130822082,1
40138127001,2
40134226422,5
40131033024,2
40136110001,7
40138106003,3
40130923063,3
40131167194,2
40134222222,2
40136197001,2
40130715142,7
40130405322,2
40130405221,1
40131124021,3
40131162043,1
40132170012,2
40130927242,4
40134222221,1
40131064001,1
40131138007,4
40130715091,2
40131147041,2
40134201101,1
40132168211,1
40132178002,1
40131117004,4
40134201081,2
40134202162,2
40138121003,4
40138149001,5
40138131001,1
40138150001,1
40131036072,2
40138123003,1
40136133002,1
40135230053,1
40131167291,1
40131050043,1
40131091012,4
40130717021,1
40131042244,3
40250015012,2
40131048011,1
40131034004,1
40134222181,1
40131042141,1
40131161003,1
40190046152,1
40130405161,2
40134225014,3
40130715061,2
40136140001,1
40131042023,3
40136123021,1
40136115003,1
40134206042,1
40135231032,3
40138158002,2
40130927163,4
40130506033,3
40131065022,3
40130610103,1
40138169032,1
40131042063,2
40130405165,1
40131054002,2
40139413004,1
40131058004,2
40130405074,1
40138165021,1
40134222091,2
40136109021,1
40134201091,1
40130610323,5
40130715171,2
40134223052,3
40131167202,1
40130718014,1
40131119001,2
40138124002,2
40134203032,1
40131155002,1
40134201113,1
40134222112,4
40134226272,2
40132168311,1
40130405321,3
40138122004,3
40138109002,1
40136145003,5
40138160042,3
40131125023,2
40138107001,2
40134226202,1
40138164012,1
40138172002,2
40130405371,1
40136120003,2
40135231034,2
40131032201,1
40134225024,1
40136129002,1
40138127004,1
40133199071,1
40210002224,1
40131125232,52
40134224022,1
40130610293,2
40136104004,4
40131167122,1
40131162042,1
40138161001,1
40134226511,4
40131035023,1
40130608021,1
40134226491,3
40134226501,2
40138153001,2
40131167251,1
40134226581,1
40138161002,3
40131098021,4
40131036091,2
40131042151,4
40130822081,3
40131166172,6
40138101004,2
40136127001,1
40131032161,2
40133190011,3
40134201093,1
40138124004,3
40134226512,2
40131082003,1
40132168382,1
40130610441,3
40133200023,2
40136163001,4
40130610344,3
40136140003,1
40134226571,1
40136174002,3
40136154002,1
40133195002,1
40131127004,1
40131167072,1
40130614022,1
40134226261,1
40130610314,2
40131051013,1
40131094011,2
40136170021,1
40136180001,4
40131032152,1
40134205041,1
40134225103,1
40138133002,1
40131049001,1
40130405163,3
40138150002,1
40131062002,2
40134202121,1
40131119002,2
40130610444,2
40131096013,2
40130506193,2
40130405261,1
40136100024,1
40130715052,2
40130304011,1
40132168593,1
40136198003,1
40130927243,2
40130405313,1
40134203031,2
40130405393,3
40130101032,1
40130405073,1
40130715053,1
40130822092,1
40130405062,1
40130101023,1
40131123025,2
40133199032,1
40130719102,3
40130506091,1
40130820172,12
40136125001,3
40131167301,1
40138105001,2
40136120002,2
40131032052,1
40210002242,3
40130717022,2
40132168552,1
40131133014,1
40130715122,1
40136171001,1
40132168093,1
40134226101,1
40134225042,3
40131032171,1
40134208004,1
40136172001,1
40133200015,2
40130506032,1
40134225031,1
40138159021,1
40134222102,1
40134226423,2
40138164022,2
40138171031,1
40139410001,1
40133199042,1
40138105003,1
40130405064,1
40130927161,2
40131036112,1
40130830004,1
40131032072,2
40136116002,1
40134225111,1
40138167001,1
40136111001,1
40138117001,1
40136111002,1
40138101001,1
40131085024,1
40136173002,1
40132170013,1
40131050042,1
40131042034,1
40130927212,2
40133199053,1
40132168342,1
40132174001,1
40133194014,2
40132170014,1
40134202111,3
40130719091,1
40136114001,1
40134201042,1
40131032062,1
40135230023,1
40133194041,1
40136143001,1
40131051011,1
40138166001,1
40134225072,1
40134202143,1
40130715054,1
40130715132,1
40138137001,1
40131036061,1
40132170015,1
40134226172,1
40138160022,1
40132168494,1
40131076021,1
40135229042,1
40134201072,1
40136100022,1
40136104001,1
40138109003,1
40132170021,1
40138168001,1
40131042221,1
40136176003,1
40137233092,1
40138102002,1
40130715154,1
40134202122,1
40136132002,1
40134202091,1
40130405232,1
40130405353,1
